timestamp_utc,elapsed_sec,phase,service,container_name,cpu_percent,memory_usage_bytes,memory_limit_bytes,memory_percent,gpu_available,gpu_count,gpu_memory_used_mb,gpu_memory_total_mb,gpu_utilization_percent_max,gpu_per_device
2026-04-18T07:23:34.671255+00:00,2190.769,preprocess,visual-preprocessing-service,tgn-implementation-visual-preprocessing-service-1,94.65,204262604,16481936998,1.24,True,1,627,4096,0.0,0:627/4096MB@0.0%
2026-04-18T07:23:34.671255+00:00,2190.769,preprocess,visual-feature-extraction-service,tgn-implementation-visual-feature-extraction-service-1,0.27,1172526071,16481936998,7.11,True,1,627,4096,0.0,0:627/4096MB@0.0%
2026-04-18T07:23:39.077238+00:00,2195.174,text_processing,text-processing-service,tgn-implementation-text-processing-service-1,6.95,172910182,16481936998,1.05,True,1,627,4096,0.0,0:627/4096MB@0.0%
2026-04-18T07:23:41.149408+00:00,2197.249,preprocess,visual-preprocessing-service,tgn-implementation-visual-preprocessing-service-1,9.87,204052889,16481936998,1.24,True,1,627,4096,0.0,0:627/4096MB@0.0%
2026-04-18T07:23:41.149408+00:00,2197.249,preprocess,visual-feature-extraction-service,tgn-implementation-visual-feature-extraction-service-1,0.28,1172526071,16481936998,7.11,True,1,627,4096,0.0,0:627/4096MB@0.0%
2026-04-18T07:23:48.642919+00:00,2204.74,preprocess,visual-preprocessing-service,tgn-implementation-visual-preprocessing-service-1,91.76,204157747,16481936998,1.24,True,1,627,4096,0.0,0:627/4096MB@0.0%
2026-04-18T07:23:48.642919+00:00,2204.74,preprocess,visual-feature-extraction-service,tgn-implementation-visual-feature-extraction-service-1,0.25,1172526071,16481936998,7.11,True,1,627,4096,0.0,0:627/4096MB@0.0%
2026-04-18T07:23:56.175173+00:00,2212.273,preprocess,visual-preprocessing-service,tgn-implementation-visual-preprocessing-service-1,70.02,204262604,16481936998,1.24,True,1,627,4096,0.0,0:627/4096MB@0.0%
2026-04-18T07:23:56.175173+00:00,2212.273,preprocess,visual-feature-extraction-service,tgn-implementation-visual-feature-extraction-service-1,0.28,1172526071,16481936998,7.11,True,1,627,4096,0.0,0:627/4096MB@0.0%
2026-04-18T07:24:03.679252+00:00,2219.776,preprocess,visual-preprocessing-service,tgn-implementation-visual-preprocessing-service-1,91.3,295488716,16481936998,1.79,True,1,627,4096,0.0,0:627/4096MB@0.0%
2026-04-18T07:24:03.679252+00:00,2219.776,preprocess,visual-feature-extraction-service,tgn-implementation-visual-feature-extraction-service-1,0.26,1171452329,16481936998,7.11,True,1,627,4096,0.0,0:627/4096MB@0.0%
2026-04-18T07:24:10.551317+00:00,2226.649,preprocess,visual-preprocessing-service,tgn-implementation-visual-preprocessing-service-1,91.29,204472320,16481936998,1.24,True,1,627,4096,0.0,0:627/4096MB@0.0%
2026-04-18T07:24:10.551317+00:00,2226.649,preprocess,visual-feature-extraction-service,tgn-implementation-visual-feature-extraction-service-1,0.29,1171452329,16481936998,7.11,True,1,627,4096,0.0,0:627/4096MB@0.0%
2026-04-18T07:24:17.159591+00:00,2233.257,preprocess,visual-preprocessing-service,tgn-implementation-visual-preprocessing-service-1,91.53,289931264,16481936998,1.76,True,1,627,4096,0.0,0:627/4096MB@0.0%
2026-04-18T07:24:17.159591+00:00,2233.257,preprocess,visual-feature-extraction-service,tgn-implementation-visual-feature-extraction-service-1,0.26,1171452329,16481936998,7.11,True,1,627,4096,0.0,0:627/4096MB@0.0%
2026-04-18T07:24:24.655003+00:00,2240.752,preprocess,visual-preprocessing-service,tgn-implementation-visual-preprocessing-service-1,89.9,211183206,16481936998,1.28,True,1,627,4096,0.0,0:627/4096MB@0.0%
2026-04-18T07:24:24.655003+00:00,2240.752,preprocess,visual-feature-extraction-service,tgn-implementation-visual-feature-extraction-service-1,0.25,1171452329,16481936998,7.11,True,1,627,4096,0.0,0:627/4096MB@0.0%
